nom,latitude,longitude,code_postal,codes_postaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,latitude_centre,longitude_centre
Pornichet,47.262,-2.314,44380,44380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.262,-2.314
Port-Saint-Père,47.141,-1.768,44710,44710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.141,-1.768
Pouillé-les-Côteaux,47.468,-1.175,44522,44522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.468,-1.175
Le Pouliguen,47.272,-2.432,44510,44510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.272,-2.432
Préfailles,47.132,-2.214,44770,44770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.132,-2.214
Prinquiau,47.374,-2.019,44260,44260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.374,-2.019
Puceul,47.519,-1.62,44390,44390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.519,-1.62
Quilly,47.462,-1.941,44750,44750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.462,-1.941
La Regrippière,47.185,-1.194,44330,44330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.185,-1.194
La Remaudière,47.226,-1.232,44430,44430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.226,-1.232
Remouillé,47.039,-1.388,44140,44140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.039,-1.388
Rezé,47.176,-1.55,44400,"44408, 44403, 44405, 44402, 44406, 44412, 44400, 44401, 44404, 44407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.176,-1.55
Riaillé,47.521,-1.312,44440,44440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.521,-1.312
Rouans,47.176,-1.843,44640,44640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.176,-1.843
Rougé,47.77,-1.434,44660,"44660, 44143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77,-1.434
Ruffigné,47.764,-1.521,44660,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.764,-1.521
Saffré,47.491,-1.579,44390,44390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.491,-1.579
Saint-Aignan-Grandlieu,47.133,-1.623,44860,44860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.133,-1.623
Saint-André-des-Eaux,47.323,-2.313,44117,44117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.323,-2.313
Sainte-Anne-sur-Brivet,47.452,-2.019,44160,44160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.452,-2.019
Saint-Aubin-des-Châteaux,47.706,-1.479,44110,44110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.706,-1.479
Saint-Brevin-les-Pins,47.238,-2.152,44250,44250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.238,-2.152
Saint-Colomban,47.025,-1.559,44310,44310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.025,-1.559
Corcoué-sur-Logne,46.953,-1.601,44650,44650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.953,-1.601
Saint-Étienne-de-Mer-Morte,46.945,-1.718,44270,44270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.945,-1.718
Saint-Étienne-de-Montluc,47.265,-1.784,44360,44360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.265,-1.784
Saint-Fiacre-sur-Maine,47.143,-1.416,44690,44690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.143,-1.416
Saint-Gildas-des-Bois,47.509,-2.06,44530,44530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.509,-2.06
Saint-Herblain,47.224,-1.634,44800,"44816, 44805, 44812, 44814, 44008, 44807, 44829, 44821, 44813, 44919, 44800, 44806, 44811, 44803, 44801, 44819, 44823, 44968, 44802, 44804, 44818, 44931, 44035, 44824, 44815, 44817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.224,-1.634
Vair-sur-Loire,47.406,-1.115,44150,"44150, 44158, 44153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.406,-1.115
Saint-Hilaire-de-Chaléons,47.096,-1.88,44680,44680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.096,-1.88
Saint-Hilaire-de-Clisson,47.06,-1.317,44190,44190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06,-1.317
Saint-Jean-de-Boiseau,47.194,-1.72,44640,"44472, 44640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.194,-1.72
Saint-Joachim,47.372,-2.243,44720,44720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.372,-2.243
Saint-Julien-de-Concelles,47.246,-1.406,44450,44450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.246,-1.406
Saint-Julien-de-Vouvantes,47.653,-1.229,44670,44670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.653,-1.229
Saint-Léger-les-Vignes,47.143,-1.714,44710,44710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.143,-1.714
Sainte-Luce-sur-Loire,47.254,-1.473,44980,"44985, 44981, 44980, 44984, 44982, 44983, 44986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.254,-1.473
Saint-Lumine-de-Clisson,47.08,-1.363,44190,"44191, 44190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,-1.363
Saint-Lumine-de-Coutais,47.052,-1.724,44310,44310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.052,-1.724
Saint-Lyphard,47.378,-2.335,44410,44410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.378,-2.335
Saint-Malo-de-Guersac,47.356,-2.172,44550,44550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.356,-2.172
Saint-Mars-de-Coutais,47.08,-1.752,44680,44680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,-1.752
Saint-Mars-du-Désert,47.357,-1.445,44850,44850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.357,-1.445
Vallons-de-l'Erdre,47.531,-1.194,44540,44540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.531,-1.194
Saint-Michel-Chef-Chef,47.176,-2.127,44730,"44730, 44213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.176,-2.127
Saint-Molf,47.388,-2.415,44350,44350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.388,-2.415
Saint-Nazaire,47.28,-2.254,44600,"44613, 44615, 44606, 44614, 44024, 44608, 44605, 44816, 44600, 44604, 44616, 44602, 44611, 44603, 59708, 44601, 44612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28,-2.254
Saint-Nicolas-de-Redon,47.636,-2.057,44460,"35603, 44460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.636,-2.057
Sainte-Pazanne,47.084,-1.818,44680,44680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.084,-1.818
Saint-Père-en-Retz,47.225,-2.066,44320,44320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.225,-2.066
Saint-Philbert-de-Grand-Lieu,47.06,-1.657,44310,44310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06,-1.657
Sainte-Reine-de-Bretagne,47.444,-2.181,44160,44160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.444,-2.181
Saint-Sébastien-sur-Loire,47.203,-1.499,44230,"44233, 44234, 44235, 44236, 44232, 44230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.203,-1.499
Saint-Viaud,47.248,-1.993,44320,44320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.248,-1.993
Saint-Vincent-des-Landes,47.656,-1.505,44590,44590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.656,-1.505
Sautron,47.273,-1.68,44880,44880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.273,-1.68
Savenay,47.357,-1.918,44260,44260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.357,-1.918
Sévérac,47.554,-2.067,44530,44530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.554,-2.067
Sion-les-Mines,47.729,-1.581,44590,44590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.729,-1.581
Les Sorinières,47.142,-1.52,44840,44840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.142,-1.52
Soudan,47.726,-1.29,44110,44110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.726,-1.29
Soulvache,47.821,-1.448,44660,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.821,-1.448
Sucé-sur-Erdre,47.354,-1.52,44240,"44240, 44243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.354,-1.52
Teillé,47.464,-1.287,44440,44440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.464,-1.287
Le Temple-de-Bretagne,47.328,-1.79,44360,44360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.328,-1.79
Thouaré-sur-Loire,47.276,-1.432,44470,"44473, 44471, 44481, 44470, 44484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.276,-1.432
Les Touches,47.452,-1.428,44390,44390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.452,-1.428
Touvois,46.906,-1.68,44650,44650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.906,-1.68
Trans-sur-Erdre,47.479,-1.364,44440,44440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.479,-1.364
Treffieux,47.613,-1.528,44170,44170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.613,-1.528
Treillières,47.318,-1.626,44119,"44119, 44245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.318,-1.626
Trignac,47.312,-2.207,44570,"44570, 44614, 44617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.312,-2.207
La Turballe,47.351,-2.488,44420,"44420, 44356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.351,-2.488
Vallet,47.172,-1.262,44330,"44195, 44330, 44194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.172,-1.262
Loireauxence,47.402,-1.024,44370,"44154, 44370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.402,-1.024
Vay,47.545,-1.708,44170,44170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.545,-1.708
Vertou,47.16,-1.47,44120,"44124, 44120, 44123, 44403, 44122, 44121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16,-1.47
Vieillevigne,46.971,-1.419,44116,"85607, 44116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.971,-1.419
Vigneux-de-Bretagne,47.32,-1.72,44360,44360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.32,-1.72
Villepot,47.77,-1.285,44110,44110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77,-1.285
Vue,47.194,-1.901,44640,44640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.194,-1.901
La Chevallerais,47.477,-1.665,44810,44810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.477,-1.665
La Roche-Blanche,47.438,-1.144,44522,44522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.438,-1.144
Geneston,47.06,-1.526,44140,44140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06,-1.526
La Grigonnais,47.518,-1.68,44170,44170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.518,-1.68
Adon,47.764,2.798,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.764,2.798
Aillant-sur-Milleron,47.795,2.937,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.795,2.937
Amilly,47.987,2.782,45200,"45204, 45209, 45200, 45207, 45125, 45202, 45213, 45203, 45201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.987,2.782
Andonville,48.274,2.023,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.274,2.023
Ardon,47.788,1.883,45160,"45074, 45160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.788,1.883
Artenay,48.076,1.88,45410,45410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.076,1.88
Aschères-le-Marché,48.112,2.01,45170,45170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.112,2.01
Ascoux,48.127,2.249,45300,"45300, 45305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.127,2.249
Attray,48.12,2.131,45170,45170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12,2.131
Audeville,48.28,2.243,45300,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.28,2.243
Augerville-la-Rivière,48.253,2.419,45330,45330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.253,2.419
Aulnay-la-Rivière,48.209,2.373,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.209,2.373
Autruy-sur-Juine,48.277,2.092,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.277,2.092
Autry-le-Châtel,47.595,2.602,45500,45500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.595,2.602
Auvilliers-en-Gâtinais,47.965,2.491,45270,45270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.965,2.491
Auxy,48.109,2.486,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.109,2.486
Baccon,47.885,1.624,45130,45130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.885,1.624
Le Bardon,47.842,1.649,45130,45130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.842,1.649
Barville-en-Gâtinais,48.112,2.399,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.112,2.399
Batilly-en-Gâtinais,48.083,2.37,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.083,2.37
Batilly-en-Puisaye,47.611,2.886,45420,45420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.611,2.886
Baule,47.811,1.668,45130,45130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.811,1.668
Bazoches-les-Gallerandes,48.162,2.052,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.162,2.052
Bazoches-sur-le-Betz,48.132,2.99,45210,45210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.132,2.99
Beauchamps-sur-Huillard,47.944,2.455,45270,45270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.944,2.455
Beaugency,47.778,1.64,45190,45190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.778,1.64
Beaulieu-sur-Loire,47.535,2.803,45630,45630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.535,2.803
Beaune-la-Rolande,48.075,2.43,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.075,2.43
Bellegarde,47.98,2.416,45270,45270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.98,2.416
Le Bignon-Mirabeau,48.148,2.935,45210,45210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.148,2.935
Boësses,48.148,2.433,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.148,2.433
Boigny-sur-Bionne,47.932,2.019,45760,"45432, 45760, 45811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.932,2.019
Boiscommun,48.039,2.357,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.039,2.357
Boismorand,47.78,2.72,45290,45290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.78,2.72
Boisseaux,48.254,1.986,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.254,1.986
Bondaroy,48.185,2.281,45300,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.185,2.281
Bonnée,47.794,2.393,45460,45460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.794,2.393
Bonny-sur-Loire,47.577,2.839,45420,45420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.577,2.839
Bordeaux-en-Gâtinais,48.101,2.537,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.101,2.537
Les Bordes,47.816,2.437,45460,45460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.816,2.437
Bou,47.87,2.047,45430,45430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87,2.047
Bougy-lez-Neuville,48.042,2.023,45170,45170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.042,2.023
Bouilly-en-Gâtinais,48.098,2.288,45300,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.098,2.288
Boulay-les-Barres,47.975,1.777,45140,45140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.975,1.777
Bouzonville-aux-Bois,48.104,2.246,45300,"45300, 45305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.104,2.246
Bouzy-la-Forêt,47.865,2.368,45460,45460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.865,2.368
Boynes,48.117,2.36,45300,"45312, 45300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.117,2.36
Bray-Saint-Aignan,47.829,2.381,45460,45460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.829,2.381
Breteau,47.677,2.889,45250,45250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.677,2.889
Briare,47.645,2.745,45250,45250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.645,2.745
Briarres-sur-Essonne,48.226,2.414,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.226,2.414
Bricy,48.001,1.775,45310,45310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.001,1.775
Bromeilles,48.183,2.496,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.183,2.496
Bucy-le-Roi,48.06,1.921,45410,45410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.06,1.921
Bucy-Saint-Liphard,47.939,1.754,45140,45140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.939,1.754
La Bussière,47.735,2.747,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.735,2.747
Cepoy,48.051,2.74,45120,"45121, 45120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.051,2.74
Cercottes,47.987,1.897,45520,45520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.987,1.897
Cerdon,47.63,2.382,45620,45620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.63,2.382
Cernoy-en-Berry,47.546,2.653,45360,45360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.546,2.653
Césarville-Dossainville,48.263,2.285,45300,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.263,2.285
Chailly-en-Gâtinais,47.936,2.528,45260,45260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.936,2.528
Chaingy,47.892,1.774,45380,45380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.892,1.774
Châlette-sur-Loing,48.019,2.736,45120,"45121, 45125, 45120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.019,2.736
Chambon-la-Forêt,48.049,2.284,45340,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.049,2.284
Champoulet,47.651,2.923,45420,45420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.651,2.923
Chanteau,47.976,1.965,45400,45400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.976,1.965
Chantecoq,48.043,2.97,45320,45320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.043,2.97
La Chapelle-Onzerain,48.033,1.611,45310,45310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.033,1.611
La Chapelle-Saint-Mesmin,47.889,1.828,45380,45380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.889,1.828
La Chapelle-Saint-Sépulcre,48.015,2.837,45210,45210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.015,2.837
La Chapelle-sur-Aveyron,47.871,2.874,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.871,2.874
Chapelon,48.037,2.578,45270,45270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.037,2.578
Le Charme,47.802,2.993,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.802,2.993
Charmont-en-Beauce,48.238,2.115,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.238,2.115
Charsonville,47.929,1.574,45130,45130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.929,1.574
Châteauneuf-sur-Loire,47.885,2.232,45110,45110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.885,2.232
Château-Renard,47.927,2.922,45220,45220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.927,2.922
Châtenoy,47.916,2.406,45260,45260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.916,2.406
Châtillon-Coligny,47.823,2.875,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.823,2.875
Châtillon-le-Roi,48.164,2.102,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.164,2.102
Châtillon-sur-Loire,47.572,2.736,45360,45360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.572,2.736
Chaussy,48.163,1.994,45480,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.163,1.994
Chécy,47.902,2.023,45430,"45430, 45432, 45433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.902,2.023
Chevannes,48.132,2.86,45210,45210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.132,2.86
Chevillon-sur-Huillard,47.967,2.622,45700,45700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.967,2.622
Chevilly,48.03,1.894,45520,45520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03,1.894
Chevry-sous-le-Bignon,48.145,2.894,45210,45210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.145,2.894
Chilleurs-aux-Bois,48.057,2.142,45170,45170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.057,2.142
Les Choux,47.787,2.656,45290,45290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.787,2.656
Chuelles,47.997,2.969,45220,45220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.997,2.969
Cléry-Saint-André,47.815,1.768,45370,45370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.815,1.768
Coinces,48.017,1.733,45310,45310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.017,1.733
Combleux,47.9,1.987,45800,45800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,1.987
Combreux,47.956,2.308,45530,45530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.956,2.308
Conflans-sur-Loing,47.946,2.777,45700,"45125, 45700, 45702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.946,2.777
Corbeilles,48.075,2.56,45490,45490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.075,2.56
Corquilleroy,48.041,2.694,45120,"45125, 45121, 45120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.041,2.694
Cortrat,47.907,2.769,45700,45700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.907,2.769
Coudroy,47.905,2.475,45260,45260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.905,2.475
Coullons,47.618,2.506,45720,45720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.618,2.506
Coulmiers,47.932,1.659,45130,45130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.932,1.659
Courcelles-le-Roi,48.098,2.328,45300,"45306, 45300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.098,2.328
Courcy-aux-Loges,48.055,2.217,45300,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.055,2.217
La Cour-Marigny,47.89,2.584,45260,45260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.89,2.584
Courtemaux,48.044,2.933,45320,45320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.044,2.933
Courtempierre,48.095,2.635,45490,45490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.095,2.635
Courtenay,48.022,3.062,45320,45320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.022,3.062
Cravant,47.834,1.581,45190,45190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.834,1.581
Crottes-en-Pithiverais,48.114,2.065,45170,45170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.114,2.065
Dadonville,48.153,2.269,45300,"45304, 45300, 45303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.153,2.269
Dammarie-en-Puisaye,47.633,2.861,45420,45420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.633,2.861
Dammarie-sur-Loing,47.782,2.874,45230,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.782,2.874
Dampierre-en-Burly,47.761,2.543,45570,45570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.761,2.543
Darvoy,47.852,2.09,45150,45150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.852,2.09
Desmonts,48.227,2.5,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.227,2.5
Dimancheville,48.239,2.424,45390,45390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.239,2.424
Donnery,47.914,2.104,45450,45450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.914,2.104
Dordives,48.147,2.774,45680,45680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.147,2.774
